日期,合约编码,交易代码,报价时间,到期日,期权类型,执行价,开盘价,最高价,最低价,收盘价,成交量,持仓量,成交额,合约单位,标的代码,标的收盘价,距离到期日天数,距离到期日时间（折算成年）,无风险利率,经插值的隐含波动率,原始隐含波动率,Delta,Gamma,Vega,Theta,Rho,理论价格,模型误差,hv10,hv20,hv30,hv60,hv90,hv120,hv150,hv180,期货代码,期货价格,连续标志
20201019,10002807,510050C2010M03800,2020-10-19,20201028,C,3.8,0.0013,0.0027,0.0008,0.0009,23405,94230,333100,10000,510050,3.409,9,0.024658,0.0244,0.3144,0.3144,0.0153,0.2287,0.0002,-0.0004,0.0,0.0009,-0.0,0.1817,0.1934,0.1783,0.1954,0.2478,0.2237,0.2324,0.2465,,,L1
20201020,10002807,510050C2010M03800,2020-10-20,20201028,C,3.8,0.0009,0.0009,0.0005,0.0005,13506,90933,94725,10000,510050,3.412,8,0.021918,0.0249,0.3066,0.3066,0.0097,0.1675,0.0001,-0.0003,0.0,0.0005,-0.0,0.1817,0.1917,0.1767,0.1854,0.2477,0.2237,0.2311,0.2464,,,L1
20201021,10002807,510050C2010M03800,2020-10-21,20201028,C,3.8,0.0007,0.0007,0.0003,0.0004,7898,86648,35903,10000,510050,3.433,7,0.019178,0.0236,0.303,0.303,0.0084,0.1597,0.0001,-0.0002,0.0,0.0004,-0.0,0.1797,0.191,0.1773,0.1858,0.2478,0.223,0.2276,0.2465,,,L1
20201022,10002807,510050C2010M03800,2020-10-22,20201028,C,3.8,0.0005,0.0007,0.0002,0.0003,9829,84791,42528,10000,510050,3.42,6,0.016438,0.0225,0.3271,0.3271,0.0065,0.1277,0.0001,-0.0002,0.0,0.0003,-0.0,0.1791,0.19,0.1775,0.186,0.2479,0.223,0.2267,0.2465,,,L1
20201023,10002807,510050C2010M03800,2020-10-23,20201028,C,3.8,0.0003,0.0005,0.0002,0.0003,8988,80931,24522,10000,510050,3.408,5,0.013699,0.0225,0.3692,0.3692,0.0064,0.1218,0.0001,-0.0003,0.0,0.0003,-0.0,0.1678,0.1868,0.1777,0.1861,0.2479,0.2231,0.2261,0.2457,,,L1
20201026,10002807,510050C2010M03800,2020-10-26,20201028,C,3.8,0.0001,0.0003,0.0001,0.0001,7723,76293,10785,10000,510050,3.354,2,0.005479,0.024,0.5909,0.5909,0.0023,0.0497,0.0,-0.0003,0.0,0.0001,-0.0,0.0926,0.1701,0.1817,0.1702,0.2494,0.2241,0.2264,0.2465,,,L1
20201027,10002807,510050C2010M03800,2020-10-27,20201028,C,3.8,0.0001,0.0001,0.0001,0.0001,1244,75520,1244,10000,510050,3.346,1,0.00274,0.0258,0.8507,0.8507,0.0023,0.0483,0.0,-0.0005,0.0,0.0001,-0.0,0.0924,0.1643,0.1753,0.1702,0.2487,0.2239,0.2256,0.2443,,,L1
20201028,10002807,510050C2010M03800,2020-10-28,20201028,C,3.8,0.0001,0.0001,0.0001,0.0001,407,74944,407,10000,510050,3.364,0,0.0,0.0,,,,,,,,,,0.1001,0.1596,0.1734,0.1701,0.2487,0.2239,0.2195,0.2267,,,L1
20201009,10002808,510050P2010M03800,2020-10-09,20201028,P,3.8,0.5102,0.5102,0.4469,0.4681,635,2083,2922458,10000,510050,3.337,19,0.052055,0.0215,0.3802,0.3802,-0.9253,0.4876,0.0011,-0.0009,-0.0019,0.4681,-0.0,0.2128,0.1849,0.1732,0.2151,0.2449,0.2216,0.2369,0.2445,IH2010,3275.8,L1
20201012,10002808,510050P2010M03800,2020-10-12,20201028,P,3.8,0.4528,0.4528,0.3609,0.3654,1954,2261,7494160,10000,510050,3.442,16,0.043836,0.0231,0.3507,0.3507,-0.9027,0.6807,0.0012,-0.0011,-0.0015,0.3654,-0.0,0.2253,0.2123,0.1932,0.2183,0.2493,0.2254,0.2399,0.2468,IH2010,3387.2,L1
20201013,10002808,510050P2010M03800,2020-10-13,20201028,P,3.8,0.364,0.386,0.36,0.3655,1059,2149,3958239,10000,510050,3.437,15,0.041096,0.0221,0.3154,0.3154,-0.9363,0.5682,0.0009,-0.0007,-0.0015,0.3655,-0.0,0.2127,0.2024,0.1933,0.2169,0.2494,0.2253,0.2367,0.2466,IH2010,3382.6,L1
20201014,10002808,510050P2010M03800,2020-10-14,20201028,P,3.8,0.38,0.3879,0.3745,0.3793,1067,2146,4066241,10000,510050,3.424,14,0.038356,0.0233,0.3451,0.3451,-0.9325,0.5643,0.0009,-0.0009,-0.0014,0.3793,0.0,0.2016,0.2009,0.1935,0.2159,0.2496,0.2245,0.234,0.2467,IH2010,3369.8,L1
20201015,10002808,510050P2010M03800,2020-10-15,20201028,P,3.8,0.3694,0.3858,0.3544,0.3716,2943,2607,10825645,10000,510050,3.425,13,0.035616,0.0231,0.1854,,-0.9983,0.0457,0.0,0.0002,-0.0014,0.3719,-0.0003,0.2018,0.1914,0.1906,0.2151,0.2474,0.2241,0.234,0.2466,IH2010,3372.4,L1
20201016,10002808,510050P2010M03800,2020-10-16,20201028,P,3.8,0.3598,0.3889,0.345,0.3675,963,2077,3516997,10000,510050,3.432,12,0.032877,0.0232,0.2997,0.2997,-0.9666,0.3986,0.0005,-0.0003,-0.0012,0.3675,-0.0,0.1725,0.1914,0.1901,0.1952,0.2474,0.2241,0.2337,0.2466,IH2010,3380.0,L1
20201019,10002808,510050P2010M03800,2020-10-19,20201028,P,3.8,0.3514,0.4021,0.3129,0.3925,3886,2470,13907635,10000,510050,3.409,9,0.024658,0.0244,0.3969,0.3969,-0.9556,0.4417,0.0005,-0.0009,-0.0009,0.3925,-0.0,0.1817,0.1934,0.1783,0.1954,0.2478,0.2237,0.2324,0.2465,,,L1
20201020,10002808,510050P2010M03800,2020-10-20,20201028,P,3.8,0.398,0.4035,0.3868,0.3882,1023,2259,4042811,10000,510050,3.412,8,0.021918,0.0249,0.3819,0.3819,-0.9691,0.3619,0.0004,-0.0006,-0.0008,0.3882,-0.0,0.1817,0.1917,0.1767,0.1854,0.2477,0.2237,0.2311,0.2464,,,L1
20201021,10002808,510050P2010M03800,2020-10-21,20201028,P,3.8,0.3901,0.3962,0.3673,0.3673,865,2363,3325019,10000,510050,3.433,7,0.019178,0.0236,0.3811,0.3811,-0.9706,0.3696,0.0003,-0.0006,-0.0007,0.3673,-0.0,0.1797,0.191,0.1773,0.1858,0.2478,0.223,0.2276,0.2465,,,L1
20201022,10002808,510050P2010M03800,2020-10-22,20201028,P,3.8,0.3795,0.4146,0.3666,0.3808,2111,2056,8329304,10000,510050,3.42,6,0.016438,0.0225,0.4311,0.4311,-0.9694,0.3659,0.0003,-0.0009,-0.0006,0.3808,-0.0,0.1791,0.19,0.1775,0.186,0.2479,0.223,0.2267,0.2465,,,L1
20201023,10002808,510050P2010M03800,2020-10-23,20201028,P,3.8,0.3875,0.3934,0.3508,0.3821,639,2180,2345427,10000,510050,3.408,5,0.013699,0.0225,0.1514,,-1.0,0.0,0.0,0.0002,-0.0005,0.3908,-0.0087,0.1678,0.1868,0.1777,0.1861,0.2479,0.2231,0.2261,0.2457,,,L1
20201026,10002808,510050P2010M03800,2020-10-26,20201028,P,3.8,0.395,0.4528,0.395,0.4423,1281,1524,5579704,10000,510050,3.354,2,0.005479,0.024,0.1927,,-1.0,0.0,0.0,0.0002,-0.0002,0.4455,-0.0032,0.0926,0.1701,0.1817,0.1702,0.2494,0.2241,0.2264,0.2465,,,L1
20201027,10002808,510050P2010M03800,2020-10-27,20201028,P,3.8,0.445,0.4651,0.445,0.4591,518,1219,2348420,10000,510050,3.346,1,0.00274,0.0258,1.4565,1.4565,-0.9484,0.4143,0.0002,-0.0132,-0.0001,0.4591,0.0,0.0924,0.1643,0.1753,0.1702,0.2487,0.2239,0.2256,0.2443,,,L1
20201028,10002808,510050P2010M03800,2020-10-28,20201028,P,3.8,0.4501,0.4618,0.4318,0.4318,1204,868,5321844,10000,510050,3.364,0,0.0,0.0,,,,,,,,,,0.1001,0.1596,0.1734,0.1701,0.2487,0.2239,0.2195,0.2267,,,L1
20201009,10002815,510050C2011M02950,2020-10-09,20201125,C,2.95,0.367,0.4037,0.367,0.3792,259,413,1014601,10000,510050,3.337,47,0.128767,0.0281,0.1165,,0.9989,0.0267,0.0,-0.0002,0.0038,0.3977,-0.0185,0.2128,0.1849,0.1732,0.2151,0.2449,0.2216,0.2369,0.2445,IH2011,3261.2,L2
20201012,10002815,510050C2011M02950,2020-10-12,20201125,C,2.95,0.3932,0.4918,0.3932,0.4857,505,579,2292653,10000,510050,3.442,44,0.120548,0.0278,0.1603,,0.9979,0.0349,0.0001,-0.0002,0.0035,0.502,-0.0163,0.2253,0.2123,0.1932,0.2183,0.2493,0.2254,0.2399,0.2468,IH2011,3372.6,L2
20201013,10002815,510050C2011M02950,2020-10-13,20201125,C,2.95,0.4736,0.4844,0.4635,0.4807,65,524,307792,10000,510050,3.437,43,0.117808,0.0327,0.1665,,0.9972,0.0439,0.0001,-0.0003,0.0035,0.4985,-0.0178,0.2127,0.2024,0.1933,0.2169,0.2494,0.2253,0.2367,0.2466,IH2011,3368.8,L2
20201014,10002815,510050C2011M02950,2020-10-14,20201125,C,2.95,0.474,0.474,0.4604,0.4681,61,543,285219,10000,510050,3.424,42,0.115068,0.0284,0.1686,,0.9964,0.0545,0.0001,-0.0003,0.0034,0.4838,-0.0157,0.2016,0.2009,0.1935,0.2159,0.2496,0.2245,0.234,0.2467,IH2011,3356.0,L2
20201015,10002815,510050C2011M02950,2020-10-15,20201125,C,2.95,0.4793,0.4959,0.465,0.4793,83,577,395150,10000,510050,3.425,41,0.112329,0.0294,0.1931,,0.9916,0.1035,0.0003,-0.0003,0.0033,0.4853,-0.006,0.2018,0.1914,0.1906,0.2151,0.2474,0.2241,0.234,0.2466,IH2011,3364.8,L2
20201016,10002815,510050C2011M02950,2020-10-16,20201125,C,2.95,0.492,0.505,0.4591,0.484,219,582,1069688,10000,510050,3.432,40,0.109589,0.0282,0.1941,,0.9926,0.0932,0.0002,-0.0003,0.0032,0.4916,-0.0076,0.1725,0.1914,0.1901,0.1952,0.2474,0.2241,0.2337,0.2466,IH2011,3368.0,L2
20201019,10002815,510050C2011M02950,2020-10-19,20201125,C,2.95,0.5003,0.5386,0.45,0.4601,213,667,1028900,10000,510050,3.409,37,0.10137,0.0282,0.1882,,0.9936,0.0878,0.0002,-0.0003,0.003,0.4679,-0.0078,0.1817,0.1934,0.1783,0.1954,0.2478,0.2237,0.2324,0.2465,IH2011,3341.0,L2
20201020,10002815,510050C2011M02950,2020-10-20,20201125,C,2.95,0.448,0.465,0.448,0.4625,174,678,795790,10000,510050,3.412,36,0.09863,0.0296,0.1815,,0.9958,0.0642,0.0001,-0.0003,0.0029,0.4709,-0.0084,0.1817,0.1917,0.1767,0.1854,0.2477,0.2237,0.2311,0.2464,IH2011,3348.2,L2
20201021,10002815,510050C2011M02950,2020-10-21,20201125,C,2.95,0.4795,0.484,0.453,0.484,180,719,838625,10000,510050,3.433,35,0.09589,0.0282,0.1698,,0.9985,0.0276,0.0001,-0.0002,0.0028,0.4911,-0.0071,0.1797,0.191,0.1773,0.1858,0.2478,0.223,0.2276,0.2465,IH2011,3368.4,L2
20201022,10002815,510050C2011M02950,2020-10-22,20201125,C,2.95,0.471,0.4812,0.4299,0.4723,338,738,1543155,10000,510050,3.42,34,0.093151,0.0284,0.164,,0.9988,0.0235,0.0,-0.0002,0.0027,0.4778,-0.0055,0.1791,0.19,0.1775,0.186,0.2479,0.223,0.2267,0.2465,IH2011,3359.8,L2
20201023,10002815,510050C2011M02950,2020-10-23,20201125,C,2.95,0.47,0.4981,0.4544,0.4659,887,1019,4226311,10000,510050,3.408,33,0.090411,0.0286,0.1896,0.1896,0.9954,0.069,0.0001,-0.0003,0.0026,0.4659,0.0,0.1678,0.1868,0.1777,0.1861,0.2479,0.2231,0.2261,0.2457,IH2011,3350.2,L2
20201026,10002815,510050C2011M02950,2020-10-26,20201125,C,2.95,0.4589,0.4589,0.3962,0.4121,1554,1829,6379438,10000,510050,3.354,30,0.082192,0.0298,0.2068,0.2068,0.9873,0.1647,0.0003,-0.0003,0.0024,0.4121,-0.0,0.0926,0.1701,0.1817,0.1702,0.2494,0.2241,0.2264,0.2465,IH2011,3292.2,L2
20201027,10002815,510050C2011M02950,2020-10-27,20201125,C,2.95,0.3997,0.408,0.3871,0.3973,2375,3632,9473564,10000,510050,3.346,29,0.079452,0.0326,0.1942,,0.9912,0.1295,0.0002,-0.0003,0.0023,0.4042,-0.0069,0.0924,0.1643,0.1753,0.1702,0.2487,0.2239,0.2256,0.2443,IH2011,3287.6,L2
20201028,10002815,510050C2011M02950,2020-10-28,20201125,C,2.95,0.4,0.4278,0.3936,0.4183,959,3566,3933507,10000,510050,3.364,28,0.076712,0.0269,0.2135,,0.9889,0.1472,0.0003,-0.0003,0.0022,0.4209,-0.0026,0.1001,0.1596,0.1734,0.1701,0.2487,0.2239,0.2195,0.2267,IH2011,3309.2,L2
20201029,10002815,510050C2011M02950,2020-10-29,20201125,C,2.95,0.3891,0.455,0.3865,0.4365,1006,3498,4207266,10000,510050,3.383,27,0.073973,0.0289,0.2053,,0.9941,0.0886,0.0002,-0.0003,0.0022,0.4397,-0.0032,0.1064,0.1605,0.1677,0.1665,0.2472,0.2238,0.2194,0.2246,IH2011,3328.2,L1
20201030,10002815,510050C2011M02950,2020-10-30,20201125,C,2.95,0.43,0.4417,0.3758,0.3863,1053,3951,4297163,10000,510050,3.329,26,0.071233,0.0295,0.2175,0.2175,0.9841,0.2058,0.0004,-0.0004,0.0021,0.3863,-0.0,0.1268,0.1601,0.1744,0.1696,0.2485,0.225,0.2186,0.2254,IH2011,3272.4,L1
20201009,10002816,510050C2011M03000,2020-10-09,20201125,C,3.0,0.3266,0.358,0.3266,0.3352,386,694,1334182,10000,510050,3.337,47,0.128767,0.0281,0.1165,,0.996,0.0842,0.0001,-0.0002,0.0038,0.348,-0.0128,0.2128,0.1849,0.1732,0.2151,0.2449,0.2216,0.2369,0.2445,IH2011,3261.2,L2
20201012,10002816,510050C2011M03000,2020-10-12,20201125,C,3.0,0.3506,0.4407,0.333,0.4377,1947,2010,8105480,10000,510050,3.442,44,0.120548,0.0278,0.1603,,0.9947,0.079,0.0002,-0.0003,0.0036,0.4523,-0.0146,0.2253,0.2123,0.1932,0.2183,0.2493,0.2254,0.2399,0.2468,IH2011,3372.6,L2
20201013,10002816,510050C2011M03000,2020-10-13,20201125,C,3.0,0.4367,0.4418,0.4158,0.4358,300,1571,1286946,10000,510050,3.437,43,0.117808,0.0327,0.1665,,0.9933,0.0949,0.0002,-0.0003,0.0035,0.449,-0.0132,0.2127,0.2024,0.1933,0.2169,0.2494,0.2253,0.2367,0.2466,IH2011,3368.8,L2
20201014,10002816,510050C2011M03000,2020-10-14,20201125,C,3.0,0.43,0.43,0.414,0.4188,186,1617,779161,10000,510050,3.424,42,0.115068,0.0284,0.1686,,0.9917,0.1151,0.0003,-0.0003,0.0034,0.4343,-0.0155,0.2016,0.2009,0.1935,0.2159,0.2496,0.2245,0.234,0.2467,IH2011,3356.0,L2
20201015,10002816,510050C2011M03000,2020-10-15,20201125,C,3.0,0.432,0.4484,0.416,0.4325,299,1661,1297275,10000,510050,3.425,41,0.112329,0.0294,0.1931,,0.9834,0.1862,0.0005,-0.0003,0.0033,0.4362,-0.0037,0.2018,0.1914,0.1906,0.2151,0.2474,0.2241,0.234,0.2466,IH2011,3364.8,L2
20201016,10002816,510050C2011M03000,2020-10-16,20201125,C,3.0,0.438,0.46,0.4121,0.435,285,1712,1258221,10000,510050,3.432,40,0.109589,0.0282,0.1941,,0.9852,0.1703,0.0004,-0.0003,0.0032,0.4424,-0.0074,0.1725,0.1914,0.1901,0.1952,0.2474,0.2241,0.2337,0.2466,IH2011,3368.0,L2
20201019,10002816,510050C2011M03000,2020-10-19,20201125,C,3.0,0.451,0.49,0.4019,0.4098,527,1902,2355613,10000,510050,3.409,37,0.10137,0.0282,0.1882,,0.9865,0.1697,0.0004,-0.0003,0.003,0.4186,-0.0088,0.1817,0.1934,0.1783,0.1954,0.2478,0.2237,0.2324,0.2465,IH2011,3341.0,L2
20201020,10002816,510050C2011M03000,2020-10-20,20201125,C,3.0,0.3951,0.4149,0.3951,0.4145,281,1911,1147532,10000,510050,3.412,36,0.09863,0.0296,0.1815,,0.9903,0.1336,0.0003,-0.0003,0.0029,0.4214,-0.0069,0.1817,0.1917,0.1767,0.1854,0.2477,0.2237,0.2311,0.2464,IH2011,3348.2,L2
20201021,10002816,510050C2011M03000,2020-10-21,20201125,C,3.0,0.415,0.433,0.4068,0.433,193,1960,801180,10000,510050,3.433,35,0.09589,0.0282,0.1698,,0.9959,0.0675,0.0001,-0.0003,0.0029,0.4413,-0.0083,0.1797,0.191,0.1773,0.1858,0.2478,0.223,0.2276,0.2465,IH2011,3368.4,L2
20201022,10002816,510050C2011M03000,2020-10-22,20201125,C,3.0,0.4238,0.432,0.3828,0.4199,941,1783,3879809,10000,510050,3.42,34,0.093151,0.0284,0.164,,0.9965,0.0615,0.0001,-0.0003,0.0028,0.4281,-0.0082,0.1791,0.19,0.1775,0.186,0.2479,0.223,0.2267,0.2465,IH2011,3359.8,L2
20201023,10002816,510050C2011M03000,2020-10-23,20201125,C,3.0,0.4188,0.45,0.4075,0.4195,797,1926,3393344,10000,510050,3.408,33,0.090411,0.0286,0.2462,0.2462,0.9636,0.3162,0.0008,-0.0005,0.0026,0.4195,-0.0,0.1678,0.1868,0.1777,0.1861,0.2479,0.2231,0.2261,0.2457,IH2011,3350.2,L2
20201026,10002816,510050C2011M03000,2020-10-26,20201125,C,3.0,0.4085,0.4085,0.35,0.364,1256,2291,4565895,10000,510050,3.354,30,0.082192,0.0298,0.2182,0.2182,0.9681,0.3411,0.0007,-0.0005,0.0024,0.364,0.0,0.0926,0.1701,0.1817,0.1702,0.2494,0.2241,0.2264,0.2465,IH2011,3292.2,L2
20201027,10002816,510050C2011M03000,2020-10-27,20201125,C,3.0,0.3497,0.36,0.34,0.3528,1546,3165,5433997,10000,510050,3.346,29,0.079452,0.0326,0.1942,,0.9807,0.2562,0.0004,-0.0004,0.0023,0.3551,-0.0023,0.0924,0.1643,0.1753,0.1702,0.2487,0.2239,0.2256,0.2443,IH2011,3287.6,L2
20201028,10002816,510050C2011M03000,2020-10-28,20201125,C,3.0,0.36,0.38,0.346,0.3719,1985,3665,7118804,10000,510050,3.364,28,0.076712,0.0269,0.2135,0.2135,0.9773,0.2708,0.0005,-0.0004,0.0022,0.3719,-0.0,0.1001,0.1596,0.1734,0.1701,0.2487,0.2239,0.2195,0.2267,IH2011,3309.2,L2
20201029,10002816,510050C2011M03000,2020-10-29,20201125,C,3.0,0.3588,0.4051,0.3387,0.3903,1894,3444,6887662,10000,510050,3.383,27,0.073973,0.0289,0.2053,0.2053,0.9867,0.1806,0.0003,-0.0004,0.0022,0.3903,-0.0,0.1064,0.1605,0.1677,0.1665,0.2472,0.2238,0.2194,0.2246,IH2011,3328.2,L1
20201030,10002816,510050C2011M03000,2020-10-30,20201125,C,3.0,0.3869,0.3888,0.3288,0.3364,2341,4386,8422359,10000,510050,3.329,26,0.071233,0.0295,0.1915,0.1915,0.9823,0.2571,0.0004,-0.0004,0.0021,0.3364,-0.0,0.1268,0.1601,0.1744,0.1696,0.2485,0.225,0.2186,0.2254,IH2011,3272.4,L1
20201009,10002817,510050C2011M03100,2020-10-09,20201125,C,3.1,0.25,0.2936,0.2482,0.2499,760,1277,2005346,10000,510050,3.337,47,0.128767,0.0281,0.1165,0.1165,0.9693,0.4974,0.0008,-0.0003,0.0038,0.2499,0.0,0.2128,0.1849,0.1732,0.2151,0.2449,0.2216,0.2369,0.2445,IH2011,3261.2,L2
20201012,10002817,510050C2011M03100,2020-10-12,20201125,C,3.1,0.2634,0.3548,0.2634,0.3432,551,1272,1722956,10000,510050,3.442,44,0.120548,0.0278,0.1603,,0.9755,0.2999,0.0007,-0.0004,0.0036,0.3542,-0.011,0.2253,0.2123,0.1932,0.2183,0.2493,0.2254,0.2399,0.2468,IH2011,3372.6,L2
20201013,10002817,510050C2011M03100,2020-10-13,20201125,C,3.1,0.3432,0.3492,0.3225,0.341,377,1378,1259841,10000,510050,3.437,43,0.117808,0.0327,0.1665,,0.9714,0.333,0.0008,-0.0004,0.0035,0.3511,-0.0101,0.2127,0.2024,0.1933,0.2169,0.2494,0.2253,0.2367,0.2466,IH2011,3368.8,L2
20201014,10002817,510050C2011M03100,2020-10-14,20201125,C,3.1,0.3323,0.3368,0.3201,0.3298,598,1704,1964742,10000,510050,3.424,42,0.115068,0.0284,0.1686,,0.9659,0.386,0.0009,-0.0004,0.0034,0.3368,-0.007,0.2016,0.2009,0.1935,0.2159,0.2496,0.2245,0.234,0.2467,IH2011,3356.0,L2
20201015,10002817,510050C2011M03100,2020-10-15,20201125,C,3.1,0.3373,0.3538,0.3246,0.3402,435,1547,1492482,10000,510050,3.425,41,0.112329,0.0294,0.1931,0.1931,0.9478,0.4817,0.0012,-0.0005,0.0033,0.3402,-0.0,0.2018,0.1914,0.1906,0.2151,0.2474,0.2241,0.234,0.2466,IH2011,3364.8,L2
20201016,10002817,510050C2011M03100,2020-10-16,20201125,C,3.1,0.3492,0.3657,0.3197,0.3412,463,1522,1605634,10000,510050,3.432,40,0.109589,0.0282,0.1941,,0.9519,0.4533,0.0011,-0.0005,0.0032,0.3461,-0.0049,0.1725,0.1914,0.1901,0.1952,0.2474,0.2241,0.2337,0.2466,IH2011,3368.0,L2
20201019,10002817,510050C2011M03100,2020-10-19,20201125,C,3.1,0.3568,0.3951,0.3084,0.3165,1645,2247,5635655,10000,510050,3.409,37,0.10137,0.0282,0.1882,,0.9519,0.4897,0.0011,-0.0005,0.003,0.322,-0.0055,0.1817,0.1934,0.1783,0.1954,0.2478,0.2237,0.2324,0.2465,IH2011,3341.0,L2
20201020,10002817,510050C2011M03100,2020-10-20,20201125,C,3.1,0.313,0.3219,0.3063,0.3191,449,2205,1415169,10000,510050,3.412,36,0.09863,0.0296,0.1815,,0.961,0.4344,0.0009,-0.0005,0.0029,0.3242,-0.0051,0.1817,0.1917,0.1767,0.1854,0.2477,0.2237,0.2311,0.2464,IH2011,3348.2,L2
20201021,10002817,510050C2011M03100,2020-10-21,20201125,C,3.1,0.3285,0.3499,0.3091,0.3364,793,2371,2538343,10000,510050,3.433,35,0.09589,0.0282,0.1698,,0.9782,0.2885,0.0006,-0.0004,0.0029,0.3429,-0.0065,0.1797,0.191,0.1773,0.1858,0.2478,0.223,0.2276,0.2465,IH2011,3368.4,L2
20201022,10002817,510050C2011M03100,2020-10-22,20201125,C,3.1,0.3313,0.3375,0.2888,0.3295,1627,3113,5074932,10000,510050,3.42,34,0.093151,0.0284,0.164,0.164,0.9794,0.2905,0.0005,-0.0004,0.0028,0.3295,-0.0,0.1791,0.19,0.1775,0.186,0.2479,0.223,0.2267,0.2465,IH2011,3359.8,L2
20201023,10002817,510050C2011M03100,2020-10-23,20201125,C,3.1,0.3292,0.3546,0.3133,0.3225,1264,3461,4216758,10000,510050,3.408,33,0.090411,0.0286,0.2183,0.2183,0.9351,0.5658,0.0013,-0.0007,0.0026,0.3225,-0.0,0.1678,0.1868,0.1777,0.1861,0.2479,0.2231,0.2261,0.2457,IH2011,3350.2,L2
20201026,10002817,510050C2011M03100,2020-10-26,20201125,C,3.1,0.312,0.312,0.2579,0.2706,4045,5779,11059438,10000,510050,3.354,30,0.082192,0.0298,0.217,0.217,0.9092,0.7831,0.0016,-0.0008,0.0023,0.2706,-0.0,0.0926,0.1701,0.1817,0.1702,0.2494,0.2241,0.2264,0.2465,IH2011,3292.2,L2
20201027,10002817,510050C2011M03100,2020-10-27,20201125,C,3.1,0.2651,0.269,0.248,0.2599,3827,6576,9858290,10000,510050,3.346,29,0.079452,0.0326,0.1942,0.1942,0.9292,0.7396,0.0013,-0.0007,0.0023,0.2599,-0.0,0.0924,0.1643,0.1753,0.1702,0.2487,0.2239,0.2256,0.2443,IH2011,3287.6,L2
20201028,10002817,510050C2011M03100,2020-10-28,20201125,C,3.1,0.2547,0.2855,0.2521,0.2777,3291,6615,8830593,10000,510050,3.364,28,0.076712,0.0269,0.2178,0.2178,0.9221,0.7182,0.0014,-0.0007,0.0022,0.2777,-0.0,0.1001,0.1596,0.1734,0.1701,0.2487,0.2239,0.2195,0.2267,IH2011,3309.2,L2
20201029,10002817,510050C2011M03100,2020-10-29,20201125,C,3.1,0.2529,0.31,0.2466,0.2975,8452,6333,23180982,10000,510050,3.383,27,0.073973,0.0289,0.2373,0.2373,0.922,0.6677,0.0013,-0.0008,0.0021,0.2975,-0.0,0.1064,0.1605,0.1677,0.1665,0.2472,0.2238,0.2194,0.2246,IH2011,3328.2,L1
20201030,10002817,510050C2011M03100,2020-10-30,20201125,C,3.1,0.293,0.293,0.2366,0.2453,6829,8024,17929086,10000,510050,3.329,26,0.071233,0.0295,0.2217,0.2217,0.8979,0.9047,0.0016,-0.0009,0.002,0.2453,0.0,0.1268,0.1601,0.1744,0.1696,0.2485,0.225,0.2186,0.2254,IH2011,3272.4,L1
20201009,10002818,510050C2011M03200,2020-10-09,20201125,C,3.2,0.1995,0.2048,0.1739,0.1785,4234,4193,7981437,10000,510050,3.337,47,0.128767,0.0281,0.1803,0.1803,0.7693,1.4093,0.0036,-0.0009,0.0031,0.1785,-0.0,0.2128,0.1849,0.1732,0.2151,0.2449,0.2216,0.2369,0.2445,IH2011,3261.2,L2
20201012,10002818,510050C2011M03200,2020-10-12,20201125,C,3.2,0.1847,0.2679,0.1847,0.2599,5397,4611,12909664,10000,510050,3.442,44,0.120548,0.0278,0.1603,0.1603,0.919,0.7838,0.0018,-0.0005,0.0035,0.2599,-0.0,0.2253,0.2123,0.1932,0.2183,0.2493,0.2254,0.2399,0.2468,IH2011,3372.6,L2
20201013,10002818,510050C2011M03200,2020-10-13,20201125,C,3.2,0.2544,0.2638,0.2401,0.2576,2692,4293,6762481,10000,510050,3.437,43,0.117808,0.0327,0.1665,0.1665,0.9109,0.8208,0.0019,-0.0006,0.0034,0.2576,-0.0,0.2127,0.2024,0.1933,0.2169,0.2494,0.2253,0.2367,0.2466,IH2011,3368.8,L2
20201014,10002818,510050C2011M03200,2020-10-14,20201125,C,3.2,0.252,0.252,0.2354,0.2442,2139,4944,5184329,10000,510050,3.424,42,0.115068,0.0284,0.1686,0.1686,0.8978,0.9109,0.0021,-0.0006,0.0033,0.2442,0.0,0.2016,0.2009,0.1935,0.2159,0.2496,0.2245,0.234,0.2467,IH2011,3356.0,L2
20201015,10002818,510050C2011M03200,2020-10-15,20201125,C,3.2,0.2401,0.2674,0.2395,0.25,2706,5329,6856728,10000,510050,3.425,41,0.112329,0.0294,0.1923,0.1923,0.8723,0.9462,0.0024,-0.0008,0.0031,0.25,-0.0,0.2018,0.1914,0.1906,0.2151,0.2474,0.2241,0.234,0.2466,IH2011,3364.8,L2
20201016,10002818,510050C2011M03200,2020-10-16,20201125,C,3.2,0.2598,0.2778,0.237,0.2554,3492,4840,9080262,10000,510050,3.432,40,0.109589,0.0282,0.1941,0.1941,0.8789,0.913,0.0023,-0.0008,0.003,0.2554,-0.0,0.1725,0.1914,0.1901,0.1952,0.2474,0.2241,0.2337,0.2466,IH2011,3368.0,L2
20201019,10002818,510050C2011M03200,2020-10-19,20201125,C,3.2,0.264,0.3042,0.2216,0.2316,5686,6807,14467917,10000,510050,3.409,37,0.10137,0.0282,0.1882,0.1882,0.8715,1.0273,0.0023,-0.0008,0.0028,0.2316,-0.0,0.1817,0.1934,0.1783,0.1954,0.2478,0.2237,0.2324,0.2465,IH2011,3341.0,L2
